1010,新订单,
1060,申请定价,
1110,普通单定价完成,
1150,普通单-在线支付,
1160,普通单-柜台收银,
1170,普通单-机场取票后支付,
1180,普通单-授信确认,
1190,普通单-送票后支付,
1200,普通确认订单,
1210,可出票,
1260,出票完成,
1310,新变更单,
1360,变更定价完成,
1370,变更单-在线支付,
1380,变更单-柜台收银,
1390,变更单-授信确认,
1410,变更确认,
1460,变更成功,
1510,申请退废,
1530,确认退废,
1560,退废成功,
1610,申请取消,
1660,取消订单,
